Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Best (product.metafields.custom.best),Featured Ingredients (product.metafields.custom.featured_ingredients),Gift (product.metafields.custom.gift),Hot deal (product.metafields.custom.hot_deal),How to Use (product.metafields.custom.how_to_use),New (product.metafields.custom.new),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
dr-g-rtx-into-serum-peptishot-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cdc7f019-d5ad-474b-9dd2-159c4c022e15_3e0e76d9-3915-4845-8b40-79d67f0062a7.jpg?v=1741376273,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-vitaceutical-15-ampoule,Dr.G VITAceutical 15+ Ampoule,"",Dr.G,Health & Beauty > Personal Care > Hair Care,Essence & Serum,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,24.00,32.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/fe2f9068-1d14-4129-a641-ba9effeb4da9_13d2985b-1167-4ff7-9fbe-bed953548bfa.jpg?v=1741376269,1,"",false,,,,,,,,,,,,,,,Contains 15% of pure Vitamin C.Buddleja officinalis extracts and Pycnogenol make stronger skin barrier.,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/A00000015261802ko.jpg?v=1741299842"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>VITAceutical Ampule 15ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>18 months before opening the product (2 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>Take an appropriate amount and layer over your skin and cover the whole face with your hands for good absorption. <br><br>Please apply sunscreen to your skin before going outdoors. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: Kolmar Korea Co., Ltd / Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Terminalia Ferdinandiana Fruit Extract, Ascorbic Acid ( 15% ), Ethoxydiglycol, Glycerine, Methyl Gluceth-20, 1,2-Hexanediol, C12-13 Pareth-9 Tromethamine, Acetyl Glucosamine, Tocopherol ( 1% ), Panthenol(1%), Alpha-bisabolol, Pinus Pinaster Bark Extract, Ferulic Acid, Butylene Glycol, Pentylene Glycol, Troxerutin, Disodium EDTA, Oenothera Biennis (Evening Primrose) Oil, Sodium Hyaluronate, Adenosine, Xanthan Gum, Hydroxyphenyl Propamidobenzoic Acid, Propanediol, Resveratrol, Anthemis Nobilis Flower Extract, Buddleja Officinalis Flower Extract, Ascorbyl Palmitate ( 0.0005% )<br><br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>Common features <br><br>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, <br><br>swelling, or itchiness during use or from exposure to direct sunlight<br><br> after use. <br><br>2) Do not use on wounds or other affected areas. <br><br>3)Storage and handling instructions <br><br>a) Keep out of reach of children. <br><br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd.: +82-1811-9415</td></tr></tbody></table></div></div></div></div>",Ensure the fast absorption to your skin.Provides 5 stages of special blemish care.,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dr-g-vitaceutical-15-ampoule,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/fb0ad7ea-8043-4ba7-acb7-70197b17d7c9_d99089ae-4470-4b9e-b525-af160f7622ec.jpg?v=1741376269,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-black-snail-retinol-ampoule-50ml-set-wrinkle-mask-sheet-1ea,Dr.G Black Snail Retinol Ampoule 50ml Set (+Wrinkle Mask Sheet 1ea),"",Dr.G,Health & Beauty > Personal Care > Hair Care,Essence & Serum,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,26.14,38.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4c607a65-8e27-44fb-9d07-8bd1b3bbe870_d9dda610-5735-4df0-8e13-93f8e36e5760.jpg?v=1743998274,1,"",false,,,,,,,,,,,,,,,"Contains black snail to provide deep nutrition on skin.Contains the third generation retinol to reduce irritation and provide advanced effects.Contains retinol to help improve skin texture, pore, and skin tone, along with total anti-aging.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/b1bee225-5b88-4077-9ad8-e60e8417582f.jpg?v=1741295589"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>Ampoule 50ml+Cream 15ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening (12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>After cleansing, take an appropriate amount and gently smooth along the skin's texture using both hands to cover the entire face. <br>Use sunscreen in the morning as the last step of your skincare routine to protect your skin.<br>TIP<br>1) Use a moisturizer before and after using the ampoule to keep skin comfortable. <br>2) Do not use exfoliants or vitamin C products together as they may cause irritation.<br>3) Close the cap tightly after use to minimize air exposure and store away from high temperatures and direct sunlight.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: Kolmar Korea Co., Ltd. / Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>1. Ampule<br>Snail Secretion Filtrate (34%), Water, Propanediol, Glycerin, C13-16 Isoalkane, Glycereth-26 Niacinamide, Pentylene Glycol, Squalane, Heptyl Undecylenate, Polyglyceryl-3 Distearate, 1,2-Hexanediol, Glyceryl Stearate, Betaine, Hydrogenated Polydecene, Hydrogenated Polyisobutene, Undecane, Hydrogenated Poly(C6-14 Olefin), Synthetic Sapphire, Tridecane, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance, Hydrogenated Lecithin, Butylene Glycol, Cetyl Palmitate, Coco-Caprylate/Caprate, Hydrogenated Olive Oil Unsaponifiables, Malt Extract, Sorbitan Olivate, Sorbitan Palmitate, Dioscorea Japonica Root Extract, Glyceryl Stearate Citrate, Xanthan Gum, Adenosine, Tromethamine, Ethylhexylglycerin, Coccinia Indica Fruit Extract, Eclipta Prostrata Extract, Hydrolyzed Corn Starch, Disodium EDTA, Beta-Glucan, Sodium Polyacrylate, Sucrose, Biosaccharide Gum-1, Polyether-1, Allantoin, Centella Asiatica Extract, Dimethyl Isosorbide, Glyceryl Oleate, Caprylic/Capric Triglyceride, Tocopherol, Lauryl Glucoside, Myristyl Glucoside, Polyglyceryl-6 Laurate, Hydroxypinacolone Retinoate (1,000 ppb), Macadamia Ternifolia Seed Oil, Octyldodecanol, Hydrolyzed Collagen, Hydrolyzed Hyaluronic Acid, Retinol (900 ppb), Maltodextrin, Glycolipids, Brassica Campestris (Rapeseed) Sterols, Phosphatidylcholine, Cholesterol, Aluminum/Magnesium Hydroxide Stearate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Zymomonas Ferment Extract, Pearl Extract, Hydroxydecyl Ubiquinone, Tris(Tetramethylhydroxypiperidinol) Citrate, Ferulic Acid, Honey Extract, Palmitoyl Pentapeptide-4,</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.</td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd.: +82-1811-9415</td></tr></tbody></table></div></div></div></div>","The black snail retinol provides whole new anti-aging care with carefree use on sensitive skin types. Completed test on sensitive skin types and skin irritation test.One bottle of ampoule provides 12 kinds of total anti-aging effects. Improves 12 kinds of skin aging symptoms after 4 weeks of use.Improves wrinkles around eyes, nasolabial lines, and forehead wrinkles. The firm ultra nourishing formula provides refreshing finish without stickiness to give skin elasticity.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dr-g-black-snail-retinol-ampoule-50ml-set-wrinkle-mask-sheet-1ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f09dc5d8-39ba-4514-bfc6-3a139ae269f7_65d26113-5f3a-4c71-b118-487b90453628.jpg?v=1743998276,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-black-snail-retinol-ampoule-50ml-set-wrinkle-mask-sheet-1ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/eba1328b-8fd1-43e7-baac-0cff1e294589_0e1a978c-4c11-4583-93c3-b8f88bbf7e63.jpg?v=1743998278,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-rtx-into-serum-hyalshot-50ml,Dr.G RTX Into Serum Hyalshot 50ml,"",Dr.G,Health & Beauty > Personal Care > Hair Care,Essence & Serum,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,31.03,47.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/37f82c91-7cbd-455a-ae88-e1296c1b093a_d96072d2-7d53-43ea-aee5-1f2d70c4593b.jpg?v=1741376258,1,"",false,,,,,,,,,,,,,,,"The Aero-spiculeâ„¢ made with thin and long fine particles stimulates dormant skin cells to help with quick absorption of active ingredients and skin change.The Aero-spiculeâ„¢ is designed with fine passage called aero channel that provides deep penetration of oxygen and active ingredients coated on aero spicule to help with instant skin improvement.Hyalseed, which has minimized hyaluronic acids particles, is coated on high purity aero spicule to provide deep moisturizing into skin without excessive irritation.AHA exosome is quickly absorbed into skin to smoothen dead skin cells on skin surface.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/14280e28-0c0e-4afc-bf41-d94c6634da16.jpg?v=1741295273"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>50ml </td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months (12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>After cleansing, apply an appropriate amount to the face, excluding the eye and mouth areas, gently smoothing along the texture of the skin and patting into the skin.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: COSMAX Co., Ltd. / Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Dipropylene Glycol, Glycerin, Butylene Glycol, 1,2-Hexanediol, Niacinamide, Methylpropanediol, Betaine, Panthenol, Hydrolyzed Sponge, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydroxyethyl Urea, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Xanthan Gum, Ethylhexylglycerin, Polyquaternium-51, Adenosine, Disodium EDTA, Hydrolyzed Hyaluronic Acid (100ppm), Sodium Hyaluronate (100ppm), Beta-Glucan, Tocopherol, Mandelic Acid, Malus Domestica Fruit Cell Culture Extract</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Cautions for Storage and Handling <br>a) Keep out of reach of children. <br>b) Keep away from direct sunlight</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd.: +82-1811-9415</td></tr></tbody></table></div></div></div></div>","The 900,000 spicules deeply penetrate into skin in just 3 seconds to provide instant changes in skin.The 100% pure spicule containing pure particles made with 15 times of refining minimizes unnecessary skin irritation and side effects that are caused by impurities, and the low level of stimulation helps with providing instant skin improvement.Completed clinical trial for sensitive skin types and skin irritation test.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dr-g-rtx-into-serum-hyalshot-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a97c4152-7bd9-4140-b22b-6227c906f696_d7f59cb6-d9a6-4c6c-ace4-8be9b3389e3d.jpg?v=1741376258,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-rtx-into-serum-vitaminshot-50ml,Dr.G RTX Into Serum Vitaminshot 50ml,"",Dr.G,Health & Beauty > Personal Care > Hair Care,Essence & Serum,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,31.03,47.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/1846d1cd-9ecc-403a-83da-04189a4d2884_349666a8-cef1-473e-9e00-dc8b0fed17d0.jpg?v=1741376254,1,"",false,,,,,,,,,,,,,,,The Aero-spiculeâ„¢ made with thin and long fine particles stimulates dormant skin cells to help with quick absorption of active ingredients and skin change.The Aero-spiculeâ„¢ is designed with fine passage called aero channel that provides deep penetration of oxygen and active ingredients coated on aero spicule to help with instant skin improvement.High purity aero-spicule coated with vitamin C brightens dark and dull skin from inside without irritation.Contains 5% niacinamide which is a skin brightening functional ingredient in maximum amount to provide advanced skin toning.The vitamin E exosome that is 1/2600 times smaller than a pore provides effective delivery of vitamin E into skin without any loss.,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3a826a22-9355-4549-aad1-30023ab63209.jpg?v=1741295082"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>50ml </td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months (12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>After cleansing, apply an appropriate amount to the face, excluding the eye and mouth areas, gently smoothing along the texture of the skin and patting into the skin.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: COSMAX Co., Ltd. / Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Butylene Glycol, Glycerin, Niacinamide, Dipropylene Glycol, Propanediol, 1,2-Hexanediol, Xylitol, Simmondsia Chinensis (Jojoba) Seed Oil, C12-14 Alketh-12, Hydrolyzed Sponge, Squalane, Chlorella Vulgaris Extract, Glucose, Hydrogenated Polyisobutene, Ammonium Acryloyldimethyltaurate/VP Copolymer, Carbomer, Hydrogenated Lecithin, Allantoin, Fructooligosaccharides, Fructose, Panthenol, Trehalose, Solanum Lycopersicum (Tomato) Fruit Extract, Tromethamine, Ethylhexylglycerin, Xanthan Gum, Adenosine, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Sodium Phytate, Beta-Glucan, Ascorbic Acid (10,030ppb), Cellulose, Tocopherol (258.5ppb), Polyglutamic Acid, Malus Domestica Fruit Cell Culture Extract</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Cautions for Storage and Handling <br>a) Keep out of reach of children. <br>b) Keep away from direct sunlight</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd.: +82-1811-9415</td></tr></tbody></table></div></div></div></div>","The 900,000 spicules deeply penetrate into skin in just 3 seconds to provide instant changes in skin.The 100% pure spicule containing pure particles made with 15 times of refining minimizes unnecessary skin irritation and side effects that are caused by impurities, and the low level of stimulation helps with providing instant skin improvement.Completed clinical trial for sensitive skin types and skin irritation test.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dr-g-rtx-into-serum-vitaminshot-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/b01579b2-640c-446b-b2ac-4805a490e46c_b386a1c6-77af-4c24-b7a8-8b44e9fd6bbf.jpg?v=1741376254,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-red-blemish-clear-hyal-cica-soothing-serum-1-ml-15,Dr. G Red Blemish Clear Hyal Cica Soothing Serum 1 ml*15,"",Dr.G,Health & Beauty > Personal Care > Hair Care,Essence & Serum,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/64af2016-26d7-42ee-8399-489263d7ca33_37e4f0f0-1f98-4d6c-81dc-b2c7727fe7ca.jpg?v=1741376249,1,"",false,,,,,,,,,,,,,,,,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8b275538-c61a-44dd-8804-3693aacc8c1d_7226e110-2a69-4bd3-94e2-17a2a0f67aca.jpg?v=1741294847"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>1ml * 15ea</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months</td></tr><tr><th scope=""row"">How to Use</th> <td>After cleansing your face in the morning and evening, apply an appropriate amount and smooth it along the skin's texture, then gently pat it into the skin.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: COSMAX Co., Ltd. / Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Butylene Glycol, Dipropylene Glycol, Niacinamide, 1,2-Hexanediol, Glycerin, Panthenol, Glycereth-26<br>Hydroxyethylcellulose, Erythritol, Sodium Polyacryloyldimethyl Taurate, Caprylic/Capric Triglyceride, Sodium Hyaluronate (1,000 ppm), Allantoin, Betaine Salicylate, Succinic Acid, Tromethamine,Hydrogenated Lecithin, Ethylhexylglycerin, Polyglyceryl-10 Laurate, Simmondsia Chinensis (Jojoba) Seed Oil, Biosaccharide Gum-1, Disodium EDTA, Ceramide NP, Saccharomyces Ferment Filtrate, Dextrin, Gardenia Florida Fruit Extract, Centella Asiatica Leaf Extract (1,000 ppm), Beta-Glucan, Lactobacillus Ferment, Lactobacillus/Soybean Ferment Extract, Leuconostoc/Radish Root Ferment Filtrate, Yeast Ferment Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Ulmus Davidiana Root Extract, Palmitoyl Tripeptide-5, Albatrellus Confluens (Mushroom) Extract, Madecassoside (500 ppm),Hydroxypropyltrimonium Hyaluronate (500 ppm), Centella Asiatica Extract (500 ppm), Tocopherol, Asiaticoside (500 ppm), Madecassic Acid (500ppm), Asiatic Acid (500 ppm), Zinc PCA</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>A. Common <br>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Storage and handling instructions <br>a) Keep out of reach of children. <br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd.: +82-1811-9415</td></tr></tbody></table></div></div></div></div>",,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
